Name,Language,Severity,Word
1111,en-us,100,shhit
1112,en-us,100,shinola
1113,en-us,100,shit
1114,en-us,100,shitcan
1115,en-us,100,shitdick
1116,en-us,100,shite
1117,en-us,100,shiteater
1118,en-us,100,shited
1119,en-us,100,shitface
1120,en-us,100,shitfaced
1121,en-us,100,shitfit
1122,en-us,100,shitforbrains
1123,en-us,100,shitfuck
1124,en-us,100,shitfucker
1125,en-us,100,shitfull
1126,en-us,100,shithapens
1127,en-us,100,shithappens
1128,en-us,100,shithead
1129,en-us,100,shithouse
1130,en-us,100,shiting
1131,en-us,100,shitlist
1132,en-us,100,shitola
1133,en-us,100,shitoutofluck
1134,en-us,100,shits
1135,en-us,100,shitstain
1136,en-us,100,shitted
1137,en-us,100,shitter
1138,en-us,100,shitting
1139,en-us,100,shitty 
1140,en-us,100,shoot
1141,en-us,100,shooting
1142,en-us,100,shortfuck
1143,en-us,100,showtime
1144,en-us,100,sick
1145,en-us,100,sissy
1146,en-us,100,sixsixsix
1147,en-us,100,sixtynine
1148,en-us,100,sixtyniner
1149,en-us,100,skank
1150,en-us,100,skankbitch
1151,en-us,100,skankfuck
1152,en-us,100,skankwhore
1153,en-us,100,skanky
1154,en-us,100,skankybitch
1155,en-us,100,skankywhore
1156,en-us,100,skinflute
1157,en-us,100,skum
1158,en-us,100,skumbag
1159,en-us,100,slant
1160,en-us,100,slanteye
1161,en-us,100,slapper
1162,en-us,100,slaughter
1163,en-us,100,slav
1164,en-us,100,slave
1165,en-us,100,slavedriver
1166,en-us,100,sleezebag
1167,en-us,100,sleezeball
1168,en-us,100,slideitin
1169,en-us,100,slime
1170,en-us,100,slimeball
1171,en-us,100,slimebucket
1172,en-us,100,slopehead
1173,en-us,100,slopey
1174,en-us,100,slopy
1175,en-us,100,slut
1176,en-us,100,sluts
1177,en-us,100,slutt
1178,en-us,100,slutting
1179,en-us,100,slutty
1180,en-us,100,slutwear
1181,en-us,100,slutwhore
1182,en-us,100,smack
1183,en-us,100,smackthemonkey
1184,en-us,100,smut
1185,en-us,100,snatch
1186,en-us,100,snatchpatch
1187,en-us,100,snigger
1188,en-us,100,sniggered
1189,en-us,100,sniggering
1190,en-us,100,sniggers
1191,en-us,100,snigger's
1192,en-us,100,sniper
1193,en-us,100,snot
1194,en-us,100,snowback
1195,en-us,100,snownigger
1196,en-us,100,sob
1197,en-us,100,sodom
1198,en-us,100,sodomise
1199,en-us,100,sodomite
1200,en-us,100,sodomize
1201,en-us,100,sodomy
1202,en-us,100,sonofabitch
1203,en-us,100,sonofbitch
1204,en-us,100,sooty
1205,en-us,100,sos
1206,en-us,100,soviet
1207,en-us,100,spaghettibender
1208,en-us,100,spaghettinigger
1209,en-us,100,spank
1210,en-us,100,spankthemonkey
1211,en-us,100,sperm
1212,en-us,100,spermacide
1213,en-us,100,spermbag
1214,en-us,100,spermhearder
1215,en-us,100,spermherder
1216,en-us,100,spic
1217,en-us,100,spick
1218,en-us,100,spig
1219,en-us,100,spigotty
1220,en-us,100,spik
1221,en-us,100,spit
1222,en-us,100,spitter
1223,en-us,100,splittail
1224,en-us,100,spooge
1225,en-us,100,spreadeagle
1226,en-us,100,spunk
1227,en-us,100,spunky
1228,en-us,100,squaw
1229,en-us,100,stagg
1230,en-us,100,stiffy
1231,en-us,100,strapon
1232,en-us,100,stringer
1233,en-us,100,stripclub
1234,en-us,100,stroke
1235,en-us,100,stroking
1236,en-us,100,stupid
1237,en-us,100,stupidfuck
1238,en-us,100,stupidfucker
1239,en-us,100,suck
1240,en-us,100,suckdick
1241,en-us,100,sucker
1242,en-us,100,suckme
1243,en-us,100,suckmyass
1244,en-us,100,suckmydick
1245,en-us,100,suckmytit
1246,en-us,100,suckoff
1247,en-us,100,suicide
1248,en-us,100,swallow
1249,en-us,100,swallower
1250,en-us,100,swalow
1251,en-us,100,swastika
1252,en-us,100,sweetness
1253,en-us,100,syphilis
1254,en-us,100,taboo
1255,en-us,100,taff
1256,en-us,100,tampon
1257,en-us,100,tang
1258,en-us,100,tantra
1259,en-us,100,tarbaby
1260,en-us,100,tard
1261,en-us,100,teat
1262,en-us,100,terror
1263,en-us,100,terrorist
1264,en-us,100,teste
1265,en-us,100,testicle
1266,en-us,100,testicles
1267,en-us,100,thicklips
1268,en-us,100,thirdeye
1269,en-us,100,thirdleg
1270,en-us,100,threesome
1271,en-us,100,threeway
1272,en-us,100,timbernigger
1273,en-us,100,tinkle
1274,en-us,100,tit
1275,en-us,100,titbitnipply
1276,en-us,100,titfuck
1277,en-us,100,titfucker
1278,en-us,100,titfuckin
1279,en-us,100,titjob
1280,en-us,100,titlicker
1281,en-us,100,titlover
1282,en-us,100,tits
1283,en-us,100,tittie
1284,en-us,100,titties
1285,en-us,100,titty
1286,en-us,100,tnt
1287,en-us,100,toilet
1288,en-us,100,tongethruster
1289,en-us,100,tongue
1290,en-us,100,tonguethrust
1291,en-us,100,tonguetramp
1292,en-us,100,tortur
1293,en-us,100,torture
1294,en-us,100,tosser
1295,en-us,100,towelhead
1296,en-us,100,trailertrash
1297,en-us,100,tramp
1298,en-us,100,trannie
1299,en-us,100,tranny
1300,en-us,100,transexual
1301,en-us,100,transsexual
1302,en-us,100,transvestite
1303,en-us,100,triplex
1304,en-us,100,trisexual
1305,en-us,100,trojan
1306,en-us,100,trots
1307,en-us,100,tuckahoe
1308,en-us,100,tunneloflove
1309,en-us,100,turd
1310,en-us,100,turnon
1311,en-us,100,twat
1312,en-us,100,twink
1313,en-us,100,twinkie
1314,en-us,100,twobitwhore
1315,en-us,100,uck
1316,en-us,100,uk
1317,en-us,100,unfuckable
1318,en-us,100,upskirt
1319,en-us,100,uptheass
1320,en-us,100,upthebutt
1321,en-us,100,urinary
1322,en-us,100,urinate
1323,en-us,100,urine
1324,en-us,100,usama
1325,en-us,100,uterus
1326,en-us,100,vagina
1327,en-us,100,vaginal
1328,en-us,100,vatican
1329,en-us,100,vibr
1330,en-us,100,vibrater
1331,en-us,100,vibrator
1332,en-us,100,vietcong
1333,en-us,100,violence
1334,en-us,100,virgin
1335,en-us,100,virginbreaker
1336,en-us,100,vomit
1337,en-us,100,vulva
1338,en-us,100,wab
1339,en-us,100,wank
1340,en-us,100,wanker
1341,en-us,100,wanking
1342,en-us,100,waysted
1343,en-us,100,weapon
1344,en-us,100,weenie
1345,en-us,100,weewee
1346,en-us,100,welcher
1347,en-us,100,welfare
1348,en-us,100,wetb
1349,en-us,100,wetback
1350,en-us,100,wetspot
1351,en-us,100,whacker
1352,en-us,100,whash
1353,en-us,100,whigger
1354,en-us,100,whiskey
1355,en-us,100,whiskeydick
1356,en-us,100,whiskydick
1357,en-us,100,whit
1358,en-us,100,whitenigger
1359,en-us,100,whites
1360,en-us,100,whitetrash
1361,en-us,100,whitey
1362,en-us,100,whiz
1363,en-us,100,whop
1364,en-us,100,whore
1365,en-us,100,whorefucker
1366,en-us,100,whorehouse
1367,en-us,100,wigger
1368,en-us,100,willie
1369,en-us,100,williewanker
1370,en-us,100,willy
1371,en-us,100,wn
1372,en-us,100,wog
1373,en-us,100,women's
1374,en-us,100,wop
1375,en-us,100,wtf
1376,en-us,100,wuss
1377,en-us,100,wuzzie
1378,en-us,100,xtc
1379,en-us,100,xxx
1380,en-us,100,yankee
1381,en-us,100,yellowman
1382,en-us,100,zigabo
1383,en-us,100,zipperhead
